ConformationTimeStamp,ITQ_Value 7,ITQ_Value 11,ITQ_Value 35,ITQ_Value 63,ActiveBinding
adrb2_541600,NA,NA,NA,NA,NA
adrb2_541800,NA,NA,NA,NA,NA
adrb2_542000,NA,NA,NA,NA,NA
adrb2_544000,NA,NA,NA,NA,NA
adrb2_545400,NA,NA,NA,NA,NA
adrb2_547600,NA,NA,NA,NA,NA
adrb2_548000,NA,NA,NA,NA,NA
adrb2_548200,NA,NA,NA,NA,NA
adrb2_549000,NA,NA,NA,NA,NA
adrb2_549400,NA,NA,NA,NA,NA
adrb2_550000,NA,NA,NA,NA,NA
adrb2_551200,NA,NA,NA,NA,NA
adrb2_552000,NA,NA,NA,NA,NA
adrb2_552600,NA,NA,NA,NA,NA
adrb2_552800,5,(11),26,38,Y
adrb2_553000,NA,NA,NA,NA,NA
adrb2_554400,NA,NA,NA,NA,NA
adrb2_560000,NA,NA,NA,NA,NA
adrb2_560600,NA,NA,NA,NA,NA
adrb2_567000,NA,NA,NA,NA,NA
adrb2_567400,NA,NA,NA,NA,NA
adrb2_568200,NA,NA,NA,NA,NA
adrb2_568400,NA,NA,NA,NA,NA
adrb2_568600,NA,NA,NA,NA,NA
adrb2_569800,NA,NA,NA,NA,NA
adrb2_571800,NA,NA,NA,NA,NA
adrb2_572400,NA,NA,NA,NA,NA
adrb2_572600,NA,NA,NA,NA,NA
adrb2_573800,NA,NA,NA,NA,NA
adrb2_575600,NA,NA,NA,NA,NA
adrb2_576000,NA,NA,NA,NA,NA
adrb2_576400,NA,NA,NA,NA,NA
adrb2_576600,NA,NA,NA,NA,NA
adrb2_577400,NA,NA,NA,NA,NA
adrb2_577600,NA,NA,NA,NA,NA
adrb2_581200,NA,NA,NA,NA,NA
adrb2_582000,NA,NA,NA,NA,NA
adrb2_582600,NA,NA,NA,NA,NA
adrb2_583000,NA,NA,NA,NA,NA
adrb2_583600,NA,NA,NA,NA,NA
adrb2_584800,NA,NA,NA,NA,NA
adrb2_586000,NA,NA,NA,NA,NA
adrb2_586600,NA,NA,NA,NA,NA
adrb2_590000,NA,NA,NA,NA,NA
adrb2_594600,NA,NA,NA,NA,NA
adrb2_596400,NA,NA,NA,NA,NA
adrb2_596600,0,2,(38),(72),Y
adrb2_596800,NA,NA,NA,NA,NA
adrb2_597400,NA,NA,NA,NA,NA
adrb2_597600,NA,NA,NA,NA,NA
adrb2_598000,NA,NA,NA,NA,NA
adrb2_598600,NA,NA,NA,NA,NA
adrb2_598800,NA,NA,NA,NA,NA
adrb2_600000,NA,NA,NA,NA,NA
adrb2_600200,NA,NA,NA,NA,NA
adrb2_600400,NA,NA,NA,NA,NA
adrb2_600600,NA,NA,NA,NA,NA
adrb2_600800,NA,NA,NA,NA,NA
adrb2_601000,NA,NA,NA,NA,NA
adrb2_601200,NA,NA,NA,NA,NA
adrb2_601400,NA,NA,NA,NA,NA
adrb2_601600,NA,NA,NA,NA,NA
adrb2_601800,NA,NA,NA,NA,NA
adrb2_602000,NA,NA,NA,NA,NA
adrb2_602200,NA,NA,NA,NA,NA
adrb2_602400,NA,NA,NA,NA,NA
adrb2_602600,NA,NA,NA,NA,NA
adrb2_602800,NA,NA,NA,NA,NA
adrb2_603000,NA,NA,NA,NA,NA
adrb2_603200,NA,NA,NA,NA,NA
adrb2_603400,NA,NA,NA,NA,NA
adrb2_603600,NA,NA,NA,NA,NA
adrb2_603800,NA,NA,NA,NA,NA
adrb2_604000,NA,NA,NA,NA,NA
adrb2_604200,NA,NA,NA,NA,NA
adrb2_604400,NA,NA,NA,NA,NA
adrb2_604600,NA,NA,NA,NA,NA
adrb2_604800,NA,NA,NA,NA,NA
adrb2_606000,NA,NA,NA,NA,NA
adrb2_607000,NA,NA,NA,NA,NA
adrb2_608000,NA,NA,NA,NA,NA
adrb2_608400,NA,NA,NA,NA,NA
adrb2_610000,NA,NA,NA,NA,NA
adrb2_611000,NA,NA,NA,NA,NA
adrb2_612000,NA,NA,NA,NA,NA
adrb2_613000,NA,NA,NA,NA,NA
adrb2_614000,NA,NA,NA,NA,NA
adrb2_615000,NA,NA,NA,NA,NA
adrb2_616000,NA,NA,NA,NA,NA
adrb2_617000,NA,NA,NA,NA,NA
adrb2_618000,NA,NA,NA,NA,NA
adrb2_619000,NA,NA,NA,NA,NA
adrb2_620000,NA,NA,NA,NA,NA
adrb2_621000,NA,NA,NA,NA,NA
adrb2_622000,NA,NA,NA,NA,NA
adrb2_623000,NA,NA,NA,NA,NA
adrb2_624000,NA,NA,NA,NA,NA
adrb2_625000,NA,NA,NA,NA,NA
adrb2_626000,NA,NA,NA,NA,NA
adrb2_627000,NA,NA,NA,NA,NA
adrb2_628000,NA,NA,NA,NA,NA
adrb2_629000,NA,NA,NA,NA,NA
adrb2_630000,NA,NA,NA,NA,NA
adrb2_631000,NA,NA,NA,NA,NA
adrb2_631200,NA,NA,NA,NA,NA
adrb2_632000,NA,NA,NA,NA,NA
adrb2_633000,NA,NA,NA,NA,NA
adrb2_634000,NA,NA,NA,NA,NA
adrb2_635000,NA,NA,NA,NA,NA
adrb2_636000,NA,NA,NA,NA,NA
adrb2_637000,NA,NA,NA,NA,NA
adrb2_638000,NA,NA,NA,NA,NA
adrb2_639000,NA,NA,NA,NA,NA
adrb2_640000,NA,NA,NA,NA,NA
adrb2_641000,NA,NA,NA,NA,NA
adrb2_641200,NA,NA,NA,NA,NA
adrb2_642000,NA,NA,NA,NA,NA
adrb2_643000,NA,NA,NA,NA,NA
adrb2_644000,NA,NA,NA,NA,NA
adrb2_645000,NA,NA,NA,NA,NA
adrb2_646000,NA,NA,NA,NA,NA
adrb2_647000,NA,NA,NA,NA,NA
adrb2_647400,NA,NA,NA,NA,NA
adrb2_648000,NA,NA,NA,NA,NA
adrb2_649000,NA,NA,NA,NA,NA
adrb2_650000,NA,NA,NA,NA,NA
adrb2_651000,NA,NA,NA,NA,NA
adrb2_652000,NA,NA,NA,NA,NA
adrb2_653000,NA,NA,NA,NA,NA
adrb2_654000,NA,NA,NA,NA,NA
adrb2_655000,NA,NA,NA,NA,NA
adrb2_656000,NA,NA,NA,NA,NA
adrb2_657000,NA,NA,NA,NA,NA
adrb2_658000,NA,NA,NA,NA,NA
adrb2_659000,NA,NA,NA,NA,NA
adrb2_660000,NA,NA,NA,NA,NA
adrb2_661000,NA,NA,NA,NA,NA
adrb2_662000,NA,NA,NA,NA,NA
adrb2_663000,NA,NA,NA,NA,NA
adrb2_664000,NA,NA,NA,NA,NA
adrb2_665000,NA,NA,NA,NA,NA
adrb2_666000,NA,NA,NA,NA,NA
adrb2_667000,NA,NA,NA,NA,NA
adrb2_668000,NA,NA,NA,NA,NA
adrb2_669000,NA,NA,NA,NA,NA
adrb2_670000,NA,NA,NA,NA,NA
adrb2_671000,NA,NA,NA,NA,NA
adrb2_672000,NA,NA,NA,NA,NA
adrb2_673000,NA,NA,NA,NA,NA
adrb2_674000,NA,NA,NA,NA,NA
adrb2_675000,NA,NA,NA,NA,NA
adrb2_677000,NA,NA,NA,NA,NA
adrb2_678000,NA,NA,NA,NA,NA
adrb2_679000,NA,NA,NA,NA,NA
adrb2_680000,NA,NA,NA,NA,NA
adrb2_681000,NA,NA,NA,NA,NA
adrb2_682000,NA,NA,NA,NA,NA
adrb2_683000,NA,NA,NA,NA,NA
adrb2_684000,NA,NA,NA,NA,NA
adrb2_685000,NA,NA,NA,NA,NA
adrb2_686000,NA,NA,NA,NA,NA
adrb2_687000,NA,NA,NA,NA,NA
adrb2_688000,NA,NA,NA,NA,NA
adrb2_689000,NA,NA,NA,NA,NA
adrb2_690000,NA,NA,NA,NA,NA
adrb2_691000,NA,NA,NA,NA,NA
adrb2_692000,NA,NA,NA,NA,NA
adrb2_693000,NA,NA,NA,NA,NA
adrb2_694000,NA,NA,NA,NA,NA
adrb2_695000,NA,NA,NA,NA,NA
adrb2_696000,NA,NA,NA,NA,NA
adrb2_697000,NA,NA,NA,NA,NA
adrb2_698000,NA,NA,NA,NA,NA
adrb2_699000,NA,NA,NA,NA,NA
